age,age_pm,age_high,age_low,site_lat,site_lon,model_lat,model_lon,plate,nn,k,dec,inc,model_vgp_lat,model_vgp_lon,site,site_ID,location,psv10_location,reference,magic_method_code
3.53E+00,999,5.45E+00,1.60E+00,3.027166667,36.78183333,2.366946905,35.84852018,SM,10,603,192.6,-12,-76.9,289,KCD,1538,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,3.061333333,36.8025,2.40125492,35.86893952,SM,10,381,179.1,6.8,-84.1,44.7,KCE,1539,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.308,37.575,-0.290671829,36.73804997,SM,7,311,5.9,-0.4,84.1,125.9,KCF,1540,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.288333333,37.58433333,-0.310277905,36.74750992,SM,9,81,345.9,2.3,75.8,312.7,KCG,1541,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.267,37.59616667,-0.331534469,36.75948066,SM,9,148,0.4,5.7,86.8,43.9,KCH,1542,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.172666667,37.51466667,-0.426391009,36.67858905,SM,7,54,4.5,-0.9,85.5,127,KCI,1543,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.247833333,37.612,-0.350598571,36.77543746,SM,10,305,189.5,-14.4,-77.8,267.6,KCJ,1544,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
4.42E+00,1.05E+00,999,999,0.207333333,37.6285,-0.614055976,36.4832801,SM,8,124,348.3,-6.4,78,293.8,KCK,1545,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
1.64E+00,5.00E-01,999,999,0.126,37.66266667,-0.177476161,37.23717232,SM,9,114,357.4,-21.1,79,230.7,KCL,1546,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.465,37.06416667,-1.066925834,36.23214009,SM,6,61,186.5,0.2,-83.4,297.8,KEA,1547,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
4.81E+00,2.60E-01,999,999,-0.457333333,37.09233333,-1.356743777,35.85266282,SM,10,195,357.2,27.9,73.6,26.2,KEB,1548,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
4.44E+00,4.30E-01,999,999,-0.576833333,37.169,-1.405972285,36.02545929,SM,6,69,10.4,-19.9,76.4,167,KEE,1549,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
2.58E+00,7.30E-01,999,999,-0.669833333,37.20216667,-1.150244932,36.53731055,SM,9,101,7.2,9.2,80.8,87.7,KEF,1550,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.349,37.037,-0.951100741,36.20423346,SM,7,166,1.6,4.5,86.4,62.7,KEH,1551,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.341666667,37.0525,-0.943669115,36.2196884,SM,8,181,4,8.3,83.5,74.2,KEI,1552,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.19E+00,2.70E-01,999,999,0.039,37.14183333,-0.555886261,36.31565019,SM,10,374,183.5,12,-83.5,4,KEK,1553,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,5.57E-02,37.20683333,-0.545361297,36.37150138,SM,10,104,188.3,7.3,-81.1,327.1,KEM,1554,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,6.42E-02,37.21633333,-0.53680085,36.38094736,SM,10,640,184.4,8.7,-84.2,347.6,KEO,1555,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
2.81E+00,3.40E-01,999,999,0.132833333,37.4615,-0.389133438,36.7330201,SM,10,168,3.7,3.6,85.7,96.1,KEP,1556,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.166666667,37.49116667,-0.432542089,36.65512758,SM,9,50,12.4,1.7,77.5,120.7,KEQ,1557,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.184,37.507,-0.41510725,36.67084943,SM,10,111,0.1,-1.7,89.6,203.7,KES,1558,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.109833333,37.58666667,-0.488759144,36.75099448,SM,8,99,9.4,6.2,79.9,105.7,KEU,1559,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.1095,37.59566667,-0.489034417,36.75999675,SM,8,109,7.2,4.1,82.4,107.3,KEV,1560,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.1085,37.5995,-0.490009666,36.76383659,SM,10,175,3.2,2.2,86.4,100.3,KEW,1561,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.106333333,37.60883333,-0.492116061,36.77318404,SM,10,107,359.9,1.5,88.8,32.2,KEX,1562,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.201,37.518,-0.398036807,36.68174,SM,9,84,24.5,2.8,65.4,122.4,KFC,1563,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.108666667,37.60216667,-0.489825797,36.76650222,SM,10,433,4.3,1.6,85.5,110.1,KFD,1564,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,8.73E-02,37.6205,-0.511040361,36.78497353,SM,10,72,355.3,-13.8,82,252.5,KFF,1565,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,7.43E-02,37.6265,-0.524001352,36.79105758,SM,10,181,357.6,-22.9,78.4,228.5,KFG,1566,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.274666667,37.88783333,-0.321978644,37.05109303,SM,10,93,350.1,24.7,73.5,0.9,KFH,1567,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.220166667,37.94133333,-0.376129253,37.10494714,SM,8,66,7.7,12.3,79.9,86.3,KFI,1568,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.199833333,37.95283333,-0.396387232,37.11657956,SM,10,94,354.5,5.5,83.7,337,KFJ,1569,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.186,37.96233333,-0.41015836,37.12616969,SM,9,52,2,-6.7,86.4,183,KFK,1570,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.167166667,37.9565,-0.429029311,37.1204591,SM,10,128,6,-23,77,190.1,KFL,1571,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.1835,37.957,-0.412693066,37.12085266,SM,10,68,359.8,-35.6,70.7,217.7,KFN,1572,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.226666667,37.94116667,-0.369630476,37.10473814,SM,10,92,0.3,9.3,84.9,40.5,KFO,1573,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.261166667,37.93766667,-0.335154006,37.10101345,SM,6,447,4,-2.9,85.8,142.7,KFP,1574,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.906166667,36.67383333,2.245208257,35.7414126,SM,9,354,162,-0.7,-71.9,120,KFS,1575,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.897333333,36.66833333,2.236337433,35.73597625,SM,9,221,183.6,32,-70.1,25.6,KFT,1576,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.928833333,36.55083333,2.267032748,35.6183242,SM,9,54,355.1,-12.3,80.2,245.6,KFU,1577,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.861833333,36.7145,2.201154909,35.7823621,SM,9,402,178.2,-6.1,-88,151.3,KFV,1578,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.655666667,36.691,1.994831871,35.76029126,SM,5,205,350.2,-1.7,79.8,289.7,KFW-N,1579,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.655666667,36.691,1.994831871,35.76029126,SM,4,60,181.3,32.2,-70.5,32,KFW-R,1580,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.596666667,36.702,1.935908722,35.77169132,SM,10,271,2.5,-9.6,82.8,195.5,KFX,1581,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.596,36.70516667,1.935263799,35.77486105,SM,10,59,359.7,-4.3,85.9,220,KFY,1582,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.64E+00,2.80E-01,999,999,2.588333333,36.70983333,1.905967515,35.74931245,SM,9,170,350.7,16.2,78.8,340.6,KFZ,1583,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.826666667,36.827,2.166762468,35.89504476,SM,10,131,1.9,4.5,88.1,123.2,KGA,1584,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.816833333,36.804,2.156771045,35.87212465,SM,10,89,1.3,-9.9,82.7,205.6,KGB,1585,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.8025,36.78766667,2.142325683,35.85589865,SM,10,96,354.6,4.1,84.6,305,KGC,1586,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.8005,36.768,2.140190501,35.83625601,SM,10,315,189.2,-7.5,-80.7,295.6,KGD,1587,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.672166667,36.69766667,2.011377212,35.76684127,SM,10,449,181.5,-7.4,-87.7,257,KGE,1588,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.6435,36.69766667,1.982711221,35.76703825,SM,8,77,355.9,-11.9,81,242.9,KGF,1589,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.632666667,36.69883333,1.971886147,35.7682788,SM,7,58,179.3,-13.6,-85,207.7,KGG,1590,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.6215,36.69933333,1.960723174,35.76885529,SM,10,118,352.2,12.2,81.2,334.4,KGH,1591,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.596166667,36.7065,1.935439611,35.7761926,SM,10,57,5.5,4.5,84.5,122.4,KGI,1592,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.643666667,36.696,1.982866451,35.76537126,SM,4,303,1.1,0.5,87.9,183.3,KGJ-N,1593,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.643666667,36.696,1.982866451,35.76537126,SM,5,242,192.6,7.8,-76.1,330.9,KGJ-R,1594,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.293166667,37.5815,-0.305462943,36.74464547,SM,9,174,347.8,6.8,77.3,323.8,KGL,1595,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.261833333,37.59866667,-0.3366849,36.76201396,SM,6,177,348,3.1,77.9,315.7,KGN,1596,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
5.36E+00,1.06E+00,999,999,0.237166667,37.61683333,-0.760322354,36.22865594,SM,10,103,187.5,-13,-79.5,261.7,KGO,1597,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.194333333,37.63916667,-0.403922054,36.80294938,SM,8,759,2.1,3.6,87,80.4,KGP,1598,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
5.00E-01,999,1.00E+00,0.00E+00,0.3088,6.4897,0.213907284,6.381865129,NB,9,102.2,172.6,-0.5,-82.6,96.7,aa,1599,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.3088,6.4897,0.213907284,6.381865129,NB,10,85.6,356.9,-15.8,81.2,206.8,ab,1600,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.31125,6.48965,0.216357306,6.381816226,NB,10,187,355.6,-11.2,82.7,223.1,ad,1601,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.319933333,6.500133333,0.225035947,6.392303362,NB,6,140.5,9.3,3.7,80.6,86.4,ae,1602,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.32495,6.508183333,0.230049013,6.400355541,NB,10,87.1,351.8,7.7,81,300.4,af,1603,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.33355,6.523783333,0.238642041,6.415959255,NB,10,166.9,156.6,20.8,-64.3,70.4,ag,1604,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.340066667,6.526933333,0.245157301,6.419112139,NB,10,206.5,1.7,-0.7,88.2,115.7,ah,1605,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.362716667,6.56445,0.267790566,6.456638575,NB,18,114.4,187.7,31.6,-71,343.2,ak1al,1606,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.367783333,6.575316667,0.272852393,6.467507397,NB,18,68,195.4,2.2,-74.5,281.6,am1an,1607,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.37535,6.580416667,0.280416789,6.472610717,NB,10,110.6,175.8,-9.5,-83.8,143.6,ao,1608,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.3842,6.589366667,0.289262807,6.481564567,NB,10,66.2,159.7,22.4,-66.6,65.2,ap,1609,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.376866667,6.582566667,0.281932499,6.474761371,NB,10,304.3,185.4,0.5,-84.6,282.1,aq,1610,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.387933333,6.594266667,0.29299396,6.486466179,NB,10,424.7,159.8,26.1,-65.5,60.6,ar,1611,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.3943,6.6013,0.2993575,6.493502271,NB,10,282.1,179.5,1.1,-89,37,as,1612,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.397416667,6.605466667,0.302472316,6.497670281,NB,10,268.3,169.5,-14.2,-77.5,130.2,at,1613,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.402566667,6.608316667,0.307621049,6.500522539,NB,10,221.8,163.8,-6.3,-73.6,106.7,au,1614,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.406783333,6.6152,0.311834658,6.507407673,NB,10,103.7,187.7,-3.8,-82.1,264.8,aw,1615,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.403233333,6.618316667,0.308283275,6.510522732,NB,8,88.6,166.2,16.7,-73.7,63.5,ax,1616,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.4066,6.637616667,0.311641379,6.529824024,NB,9,74.9,359.4,-0.3,89.2,239,ba,1617,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.4016,6.687466667,0.306619315,6.579671291,NB,10,69,177.7,5.4,-86.2,43.9,bb,1618,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.361166667,6.723816667,0.266169942,6.61600309,NB,10,156.8,5.9,-5.8,83.3,124.9,bc,1619,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.375683333,6.719266667,0.280688613,6.611459533,NB,10,158.7,0.7,-7.6,85.8,176.9,bd,1620,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.334983333,6.739633333,0.239979641,6.631808079,NB,9,55.2,358.7,-3.7,87.5,218.5,be,1621,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.03815,6.547116667,-1.003235052,5.357161059,NB,10,210.5,187.4,2.7,-82.6,278.1,bf,1622,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.031983333,6.553016667,-1.009431591,5.363030581,NB,10,176.4,12.1,-24.1,73.3,139.9,bg,1623,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.09185,6.617133333,-0.949890469,5.427459054,NB,7,278.3,3.4,15.7,80.4,26.1,bi,1624,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.114166667,6.638,-0.927679502,5.448440978,NB,10,278.4,165.8,-11.3,-74.3,120.7,bj,1625,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.27665,6.745416667,0.181643767,6.637565684,NB,10,280.6,162.3,-6.6,-72,106.9,bl,1626,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.3273,6.741833333,0.23229534,6.634004678,NB,10,58.4,177.9,5.6,-86.3,41.3,bm,1627,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.256783333,6.743683333,0.161777865,6.635823615,NB,10,97.1,358.4,-19.3,79.8,195.6,bn,1628,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.246716667,6.7449,0.151710665,6.637035843,NB,9,127.1,349.9,-15.4,77.1,238,bo,1629,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.212416667,6.722333333,-0.82985537,5.533277574,NB,10,69.8,2.4,-9.7,85.3,155,bp,1630,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.220833333,6.731533333,-0.821484996,5.542520605,NB,10,82,4.2,-8.6,84.5,135.5,br,1631,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.199916667,6.70505,-0.842268375,5.51592992,NB,9,137.4,6,-5.6,83.7,113.7,bs,1632,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.141216667,6.655016667,-0.900715709,5.465596059,NB,9,711.9,8,-10.6,80.9,124.7,bu,1633,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.164183333,6.675866667,-0.877854413,5.486563992,NB,10,241.2,1.8,-11.2,84.9,164.9,bw,1634,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.50E+00,999,8.00E+00,3.00E+00,0.169783333,6.678016667,-0.872265312,5.488742412,NB,6,54.6,359.3,-13.8,83.8,192,bx,1635,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
5.00E-01,999,1.00E+00,0.00E+00,0.31125,6.48965,0.216357306,6.381816226,NB,8,330.3,3.6,-8.7,84.2,148.4,zac,1636,Sao Tome,São Tomé and Príncipe,Opdyke15,LP-DC4:LP-DIR-AF
1.00E+00,999,999,999,38.181,140.388,38.31406972,140.110221,AM,4,253.1,213.5,-55.4,-63.3,44.8,ZK01,1637,Zao volcanic group,Japan,Otake93,GM-KAR:LP-DC4:LP-DIR:FS-FD:SO-SM
1.00E+00,999,999,999,38.181,140.388,38.31406972,140.110221,AM,4,162,220.8,-58.1,-58.4,36.3,ZK02,1638,Zao volcanic group,Japan,Otake93,GM-KAR:LP-DC4:LP-DIR:FS-FD:SO-SM
2.10E-01,2.00E-02,999,999,38.114,140.43,38.14195356,140.371736,AM,5,62.8,9.4,62.8,80.7,186.7,ZO07,1639,Zao volcanic group,Japan,Otake93,GM-KAR:LP-DC4:LP-DIR:FS-FD:SO-SM
1.00E-01,2.00E-02,999,999,38.141,140.504,38.15431367,140.4762707,AM,5,245,359.6,48.9,81.7,322.9,ZO08,1640,Zao volcanic group,Japan,Otake93,GM-KAR:LP-DC4:LP-DIR:FS-FD:SO-SM
2.80E-01,2.00E-02,999,999,38.136,140.537,38.17327889,140.4593611,AM,5,1209.9,348.2,54,79.8,33.1,ZO09,1641,Zao volcanic group,Japan,Otake93,GM-KAR:LP-DC4:LP-DIR:FS-FD:SO-SM
2.60E-01,2.00E-02,999,999,38.118,140.529,38.15261574,140.4569065,AM,5,185.3,26.3,76.7,59.3,162.2,ZO10,1642,Zao volcanic group,Japan,Otake93,LP-PI-TRM:LP-PI-ALT-PTRM:GM-KAR:LP-DC4:LP-DIR:FS-H:SO-SM
3.60E-01,2.00E-02,999,999,38.132,140.514,38.17992665,140.4141559,AM,6,448.1,357.9,52.2,84.4,338.7,ZO11,1643,Zao volcanic group,Japan,Otake93,GM-KAR:LP-DC4:LP-DIR:FS-FD:SO-SM
