age,age_pm,age_high,age_low,site_lat,site_lon,model_lat,model_lon,plate,nn,k,dec,inc,model_vgp_lat,model_vgp_lon,site,site_ID,location,psv10_location,reference,magic_method_code
2.63E+00,999,5.00E+00,2.50E-01,-37.6,145.1,-38.6059079,144.6345674,AU,8,493.3,170.5,50.6,-79.1,276,15,1433,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.6,145,-38.60644431,144.533183,AU,28,372.1,168.7,48.6,-76.8,276.1,16,1434,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.6,145,-38.60644431,144.533183,AU,10,358.5,174.2,50.1,-80.7,292.1,19,1435,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.5,145,-38.50644659,144.5323204,AU,16,370.8,169.2,47.8,-76.6,279.2,20,1436,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.3,143.6,-39.31361356,143.1193309,AU,9,118.8,7.3,-53.4,81.9,191,22,1437,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.3,143.4,-39.31459006,142.9164675,AU,18,184.6,294.7,-56,39.7,34.2,23,1438,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.2,142.7,-39.21791079,142.205661,AU,9,78.1,359.1,-71.2,73.8,323.9,25,1439,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.2,142.7,-39.21791079,142.205661,AU,9,187.2,6,-72.1,72,311.5,26,1440,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.4,142.2,-39.42018385,141.6999651,AU,9,95.3,327,-39.7,57.2,73.3,27,1441,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.2,141.8,-39.22195145,141.2927432,AU,10,132.5,17.3,-69.7,71.8,286.7,29,1442,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-38.2,142.1,-39.22063292,141.5970552,AU,6,531.8,352.9,-65.5,80.4,351.4,30,1443,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.7,143.4,-38.71460143,142.9117141,AU,10,601.3,258,-64.9,20.4,8.3,32,1444,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.1,144.5,-38.1090904,144.0220845,AU,10,572.9,176.9,64.2,-82.1,159.8,33,1445,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.1,144.5,-38.1090904,144.0220845,AU,9,175.3,167.4,46.3,-74.9,275.9,34,1446,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.4,145,-38.40644885,144.5314601,AU,9,115.9,184.3,42.1,-75.1,339.8,35,1447,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.2,144.9,-38.20698657,144.4283814,AU,10,224.9,185.1,52.1,-82.9,1.3,36,1448,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.5,144.8,-38.50751003,144.3295593,AU,10,323.7,29,-61.6,67.8,253.7,37,1449,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37,144.6,-38.00857181,144.1226167,AU,10,936.2,170.2,64,-79.6,185.4,38,1450,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37,144.6,-38.00857181,144.1226167,AU,10,377.8,190.2,63.3,-80,97.7,39,1451,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.4,144.3,-38.41011629,143.8218179,AU,5,91.6,350.2,-50.4,79,94.1,40,1452,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.4,144.3,-38.41011629,143.8218179,AU,5,93.7,189.9,58.6,-82.3,61.2,41,1453,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.6,144.3,-38.61011211,143.8234707,AU,10,503.2,349.3,-60.6,81.4,32.2,42,1454,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
2.63E+00,999,5.00E+00,2.50E-01,-37.4,144.1,-38.4111361,143.6190562,AU,10,193.9,141.9,65.6,-61.1,202.7,43,1455,"Newer Volcanics, Victoria, Australia",Australia,Opdyke04,FS-FD:LP-DC5:LP-DIR-AF:LP-DIR-T
1.76E-02,999,3.50E-02,1.90E-04,-0.24,281.7,-0.241003497,281.7007315,SA,10,118,336.3,0.3,66.3,192.6,1,1456,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
3.25E-02,999,3.50E-02,3.00E-02,-0.3,281.76,-0.301856409,281.7613484,SA,4,57,327.5,11.2,57,202.7,3,1457,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
3.50E-01,999,4.40E-01,2.60E-01,-0.31,281.78,-0.330005546,281.7945113,SA,8,147,345.1,6.5,74.7,205.5,5,1458,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.89E+00,1.00E-01,999,999,-0.33,281.79,-0.43814425,281.8681866,SA,11,93,176.8,12.6,-83.3,310.1,6,1459,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.50E-01,8.00E-02,999,999,-0.33,281.8,-0.355735764,281.8186426,SA,9,176,357.9,-5.6,86.8,142.4,8,1460,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.77E+00,2.40E-01,999,999,-0.36,281.71,-0.461066868,281.7831537,SA,7,168,171.2,16.6,-78.1,329.1,9,1461,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
4.45E-01,999,4.50E-01,4.40E-01,-0.32,281.78,-0.345436887,281.7984419,SA,11,733,10.3,-8.5,79,32.8,11,1462,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.42E+00,999,1.46E+00,1.38E+00,-0.34,281.79,-0.421231282,281.8487503,SA,10,58,233.2,-10.2,-36.6,185.1,12,1463,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.51E+00,2.40E-01,999,999,-0.33,281.79,-0.416383826,281.8524902,SA,9,213,220.4,-14.3,-49,180.3,13,1464,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.46E+00,5.00E-02,999,999,-0.28,281.74,-0.363415876,281.8005291,SA,10,360,164.8,10.9,-74,352.8,14,1465,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.38E+00,9.00E-02,999,999,-0.28,281.74,-0.358841837,281.797217,SA,11,57,159,8.5,-68.7,0.9,15,1466,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
2.59E+00,4.70E-01,999,999,-0.33,281.8,-0.478289172,281.90707,SA,11,90,198.6,21,-68.8,221.9,16,1467,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.15E+00,1.90E-01,999,999,-0.35,281.8,-0.473068877,281.8888574,SA,10,72,176.1,2.8,-86,358.5,17,1468,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.25E-02,999,3.50E-02,3.00E-02,-0.36,281.81,-0.361858757,281.8113456,SA,10,181,347.7,-29.2,70.5,139.8,18,1469,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.10E+00,999,1.38E+00,8.10E-01,-0.38,281.8,-0.442644752,281.8452554,SA,10,167,198.3,17.5,-69.9,217.4,19,1470,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
2.52E+00,999,2.59E+00,2.44E+00,-0.38,281.85,-0.524170666,281.9537964,SA,6,405,181.3,23,-78.5,275.6,21,1471,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.38,281.85,-0.457340999,281.9057806,SA,7,64,169.7,-5.2,-79.3,28.5,22,1472,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.38,281.82,-0.457282522,281.8757803,SA,10,84,177.6,0.9,-87.6,12,23,1473,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.10E+00,999,1.38E+00,8.10E-01,-0.34,281.81,-0.402660619,281.8553187,SA,10,647,185.7,11.7,-82.1,236,25,1474,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.35E+00,999,2.70E+00,0.00E+00,-0.35,281.8,-0.427243583,281.8558387,SA,11,52,201.6,2.3,-68.4,193.9,26,1475,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
4.40E-01,1.50E-01,999,999,-0.36,281.81,-0.385170077,281.8282094,SA,9,368,349.4,-27.7,72.3,137.5,27,1476,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.42E+00,999,1.46E+00,1.38E+00,-0.37,281.81,-0.451272241,281.868689,SA,6,91,190.4,8.8,-78.9,213,28,1477,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
2.71E+00,1.90E-01,999,999,-0.31,281.77,-0.465052143,281.8820954,SA,9,230,197.9,-6.3,-71.7,180.3,29,1478,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.42E+00,999,1.46E+00,1.38E+00,-0.31,281.77,-0.391190312,281.8288118,SA,11,540,195.5,-3.2,-74.4,184.5,30,1479,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.42E+00,999,1.46E+00,1.38E+00,-0.31,281.77,-0.391190312,281.8288118,SA,9,414,195.8,-1.8,-74.1,187.2,31,1480,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
8.10E-01,8.00E-02,999,999,-0.28,281.73,-0.326251185,281.7636029,SA,6,239,172.8,-0.8,-82.8,17.5,32,1481,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.10E+00,999,1.38E+00,8.10E-01,-0.3,281.75,-0.362565738,281.7953817,SA,10,122,198.8,6.8,-71,201.2,34,1482,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
3.25E-02,999,3.50E-02,3.00E-02,-0.4,281.64,-0.401850767,281.6413436,SA,10,419,8,9.9,80.4,337.5,35,1483,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.35E+00,999,2.70E+00,0.00E+00,-0.38,281.58,-0.456813947,281.6357784,SA,9,94,351.7,-5.5,81.4,176.1,36,1484,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
3.50E-01,999,4.40E-01,2.60E-01,-0.46,281.68,-0.479954915,281.6944351,SA,9,308,14.5,-24.8,70.9,53.4,38,1485,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.35E+00,999,2.70E+00,0.00E+00,-0.49,281.71,-0.567067716,281.7655647,SA,10,180,189.9,11.3,-78.9,219.4,40,1486,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.47,281.82,-0.547282351,281.8756048,SA,10,71,173.6,6.7,-83,348,41,1487,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.76E-02,999,3.50E-02,1.90E-04,-0.5,281.8,-0.501006041,281.8007249,SA,9,318,3.2,-6.8,85.7,54.2,42,1488,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.55,281.76,-0.627165181,281.8154481,SA,8,352,13.4,-12.8,75.4,35.8,43,1489,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.35E+00,999,2.70E+00,0.00E+00,-0.53,281.53,-0.60671587,281.5854845,SA,4,96,339.3,-8.2,69,181.6,44,1490,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.52,281.55,-0.596755012,281.6055043,SA,6,62,352.3,-9.1,81.3,164.1,45,1491,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.33E+00,3.00E-01,999,999,-0.48,281.56,-0.555636451,281.6147603,SA,10,144,6.6,2.3,83.2,357.1,47,1492,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.63,281.54,-0.706735241,281.595289,SA,10,66,351.5,-1.8,81.5,190.2,48,1493,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.69,281.44,-0.766539393,281.4951701,SA,10,67,357.4,-4.6,87,160.9,49,1494,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-1.19,281.43,-1.266518848,281.4841903,SA,8,360,188.2,8.2,-81.3,210.9,50,1495,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.67E+00,1.90E-01,999,999,-0.92,281.41,-1.014624528,281.4776676,SA,10,147,181.9,-2.2,-87.2,143.4,51,1496,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.92,281.41,-0.996480186,281.464719,SA,9,907,173.3,-13.3,-79.8,60.7,52,1497,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
1.35E+00,999,2.70E+00,0.00E+00,-1.18,281.43,-1.256518867,281.4842099,SA,10,255,173.3,-2.3,-82.9,31.2,53,1498,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.35E+00,999,2.70E+00,0.00E+00,-0.33,281.85,-0.407341094,281.905878,SA,8,79,176.4,11.4,-83.6,315.7,57,1499,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
2.30E+00,999,2.44E+00,2.15E+00,-0.31,281.86,-0.441577798,281.9549695,SA,9,129,152.9,62.6,-40.2,307.4,60,1500,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
2.44E+00,2.00E-01,999,999,-0.29,281.86,-0.429901668,281.9610256,SA,9,217,179.2,9.7,-85.5,292.1,62,1501,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
2.52E+00,999,2.59E+00,2.44E+00,-0.3,281.87,-0.444243777,281.974087,SA,10,134,190.2,12.5,-78.2,222.2,63,1502,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
3.50E-01,999,4.40E-01,2.60E-01,-0.27,281.9,-0.290066205,281.9145317,SA,9,182,355.2,-6.5,84.4,160.1,66,1503,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-ZI
3.50E-01,999,4.40E-01,2.60E-01,0.23,281.86,0.20995394,281.8747843,SA,10,136,352.8,-12.6,80.3,149.2,67,1504,Ecuador,Ecuador,Opdyke06,LP-DC5:LP-DIR-AF:LP-DIR-T
1.78E+00,2.00E-01,999,999,0.21,281.87,0.107948327,281.9450319,SA,10,346,177.7,-14.3,-82.5,84.2,69,1505,Ecuador,Ecuador,Opdyke06,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.357333333,37.00783333,-0.959619024,36.17511678,SM,10,126,177.5,5.8,-86.8,88.2,KAA,1506,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.353666667,37.61316667,-0.952078511,36.78048684,SM,9,69,10.7,-0.7,79.3,123.6,KAB,1507,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.3555,37.61183333,-0.953920413,36.77916521,SM,10,85,4.1,-8.6,84.7,166.3,KAD,1508,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.545,37.44883333,-1.144466194,36.6173669,SM,10,665,9.9,1.8,79.9,115,KAF,1509,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.106333333,37.03883333,-0.708427325,36.20452592,SM,8,154,3.5,2.6,86,96.3,KAI,1510,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.17E+00,2.20E-01,999,999,0.0685,37.21933333,-0.522155238,36.39813548,SM,6,65,0.3,-25.9,76.9,215.1,KAM,1511,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.142833333,37.48383333,-0.456422093,36.64794749,SM,14,72,357.3,1.5,87,330.7,KAQ-R,1512,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,2.53E-02,37.66133333,-0.572775304,36.82620833,SM,9,126,19.2,-7.4,70.6,136.4,KAT,1513,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.0615,37.66116667,-0.659607901,36.82660292,SM,10,118,175.2,8.7,-83.9,89,KAU,1514,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-9.12E-02,37.663,-0.689262098,36.82862811,SM,9,89,183,-1.3,-86.7,282.8,KAV,1515,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,-0.287333333,37.66533333,-0.885409583,36.83222976,SM,10,240,0.6,-13.4,84.1,211.1,KAY,1516,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
7.30E-01,3.00E-01,999,999,0.258666667,37.84383333,0.124024515,37.65411516,SM,9,95,2.3,2,87.5,106.8,KBC,1517,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.273833333,37.77983333,-0.323513352,36.94310024,SM,8,107,359,22.1,78.2,32.2,KBD,1518,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.2635,37.93366667,-0.332846774,37.09699831,SM,10,494,2.6,6.9,85.4,71.5,KBF,1519,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.2045,37.94316667,-0.391783644,37.10688253,SM,9,56,1.1,-14.9,82.7,208.5,KBH,1520,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.1995,37.94666667,-0.396760737,37.11041509,SM,8,92,354.4,6,83.4,338.5,KBI,1521,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.2945,37.98966667,-0.301482446,37.15279527,SM,6,267,359.2,11.7,83.7,29.8,KBN,1522,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.293666667,37.986,-0.302339677,37.14913411,SM,10,129,5,21,77.8,61,KBO,1523,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,0.293666667,37.986,-0.302339677,37.14913411,SM,9,68,5.1,1.3,84.8,116.6,KBP,1524,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.00E-01,2.50E-01,999,999,0.293666667,37.986,0.238455341,37.90798722,SM,10,129,0.3,3.3,88.6,49.9,KBQ,1525,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.23E+00,999,6.40E+00,5.00E-02,2.23E-02,37.58883333,-0.57624335,36.75372557,SM,9,136,356.7,-11,84,250.2,KBR,1526,"Mount Kenya, Kenya",Kenya,Opdyke10mk,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,3.031,36.60033333,2.369535362,35.66709676,SM,10,114,199.2,-12.2,-70.5,293.8,KBS,1527,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,3.0375,36.59916667,2.376027229,35.66588619,SM,10,282,190.4,-17.2,-77.8,273.4,KBT,1528,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.952333333,36.7345,2.291790075,35.80172868,SM,10,459,178.5,12.7,-81.2,45.5,KBU,1529,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.968333333,36.75166667,2.307907612,35.81877571,SM,11,2360,180.7,7.6,-83.8,29.3,KBV,1530,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.565333333,36.92083333,1.906082394,35.99063641,SM,11,1439,183.4,1,-85.8,341.2,KBW,1531,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.812166667,36.83816667,2.152339719,35.90630563,SM,10,86,1.4,0.7,87.7,178,KBX,1532,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.90E+00,9.00E-01,999,999,2.823666667,36.82266667,2.093151735,35.7918857,SM,5,161,6.4,-4.5,82.3,159.9,KBY,1533,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
4.84E+00,4.40E-01,999,999,2.811166667,36.78983333,1.903108293,35.51165521,SM,9,138,0.2,-5.8,85.2,213.1,KBZ,1534,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.800333333,36.7865,2.140151044,35.85474752,SM,9,198,176.5,9.1,-82.4,63.4,KCA,1535,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
3.53E+00,999,5.45E+00,1.60E+00,2.98,36.75666667,2.319608358,35.82369259,SM,10,129,181.2,11,-82,27.2,KCB,1536,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
4.51E+00,9.60E-01,999,999,2.993666667,36.766,2.14768465,35.57308855,SM,9,177,190.3,3.4,-79,326,KCC,1537,"Loiyangalani, Kenya",Kenya,Opdyke10l,GM-ARAR:GM-CC:LP-DC5:LP-DIR-AF:LP-DIR-T
